"","site","date","temperature (degrees C)","Spec_Cond (mS)","DO_sat (% sat)","DO (mg/L)","pH (pH)","ORP (mV)","Turbidity (NTU)","Chlor (ug/L)","SSC (mg/L)","Alkalinity (mg CaCO3/L)","DOC_R5 (mg/L)","DOC_Awberc (mg/L)","TOC_R5 (mg/L)","TOC_Awberc (mg/L)","Fluoride (mg/L)","Chloride (mg/L)","Bromide (mg/L)","Nitrate (mg/L)","Orthophosphate (mg/L)","Sulfate (mg/L)","Ammoniacal_nitrogen (mg/L)","DIN (mg/L)","TKN (mg/L)","TDP (mg/L)","TP (mg/L)","Aluminum_dissolved","Calcium (mg/L)","Copper_dissolved (ug/L)","Iron_dissolved (mg/L)","Magnesium (mg/L)","Manganese_dissolved (mg/L)","Potassium (mg/L)","Sodium (mg/L)","Zinc_dissolved (ug/L)","Aluminum_total (mg/L)","Copper_total (mg/L)","Iron_total (mg/L)","Manganese_total (mg/L)","Zinc_total (ug/L)","Flow_condition"
"426","PWR",2007-03-01 14:35:00,"4.09","0.685",99.4,12.97,7.93,308,11.5,NA,NA,"9.2",11.8,NA,"17",NA,NA,83.7,"0.04","5.46","0.36",55.1,"nd","1.27","0.597","0.15","0.22","nd","70.9","1.43","0.0254",11.1,"0.0357","2.43",36.7,"24.5","0.71","2.59","0.522","0.0531","30.5","Storm"
"427","PWR",2007-03-14 04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",32.8,NA,"40",NA,NA,503,"0.07","5.24","0.27",42.9,NA,NA,"4.05","0.14","1.04","0.0401","38.2","2.26","0.0513",5.06,"0.0209","3.44",287,"14.2","8.78","57.1","9.86","0.863","179","Storm"
"428","PWR",2007-03-14 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170",24.5,NA,"27.2",NA,NA,551,"0.1","5.78","0.29",69.6,NA,NA,"1.23","0.11","0.13","0.0558","93.8","6.89","0.0247",13.9,"0.0127","4.38",291,"23.2","0.722","8.55","0.493","0.029","25.2","Storm"
"429","PWR",2007-03-16 06:49:00,"6.95","0.815",111.7,13.54,7.93,274,98,28.1,NA,"49",8.3,NA,"9.5",NA,NA,80.3,"0.02","5.84","0.2",19.1,"0.43","1.36","2.1","0.09","0.56","nd","15.7","7.2","nd",1.89,"0.00322","1.37",49.2,"nd","3.56","21.2","5.68","0.387","71.2","Storm"
"430","PWR",2007-03-16 08:54:00,"6.84","0.815",111.4,13.54,7.93,273,19.3,23.5,NA,"100",11.4,NA,"10.9",NA,NA,135,"0.03","3.11","0.32",30.5,"0.12","0.69","0.684","0.12","0.23","0.03","43.7","4.08","nd",5.93,"0.00737","2.36",72.3,"nd","2.6","5.9","1.97","0.0572","17.4","Storm"
"431","PWR",2007-03-16 10:54:00,"6.78","0.814",112.1,13.65,7.94,274,11.8,21.4,NA,"100",10.3,NA,"10.3",NA,NA,107,"0.03","3.06","0.34",27.2,"0.15","0.7","0.716","0.14","0.22","0.03","43.6","3.79","0.0197",5.8,"0.00677","2.32",59.6,"6.66","2.04","4.95","1.55","0.0473","11.2","Storm"
"432","PWR",2007-03-16 12:54:00,"6.79","0.812",112.4,13.68,7.92,275,12.8,23.1,NA,"180",17.1,NA,"17",NA,NA,134,"0.05","5.12","0.38",61,"0.07","1.16","0.7","0.14","0.24","nd","83.5","3.97","nd",12.8,"0.0122","2.95",66.7,"20","1.14","5.33","0.983","0.064","14.9","Storm"
"433","PWR",2007-03-16 14:54:00,"6.69","0.809",112.6,13.74,7.95,273,12.7,23.8,NA,"210",15.4,NA,"18.8",NA,NA,112,"0.06","4.6","0.33",71.8,"nd","1.04","0.659","0.1","0.19","0.0351","94.3","3.21","0.0171",15.5,"0.0133","2.91",55.2,"29.4","1.39","4.46","0.994","0.0754","28.3","Storm"
"434","PWR",2007-04-03 17:00:00,"14.15","0.832",91.6,9.38,7.95,217,19.2,3.8,NA,"250",18.7,NA,"30.1",NA,NA,67,"0.09","2.88","0.27",105,"nd","0.68","0.508","0.1","0.18","nd","110","1.9","nd",21.2,"0.00717","2.54",28,"29.4","1.23","nd","1.39","0.14","37.8","Storm"
"435","PWR",2007-04-03 19:00:00,"17.57","0.123",98.3,9.39,8,165,81.9,8.7,NA,"42",7.4,NA,"9.5",NA,NA,13.3,"nd","1.67","0.24",11.7,"0.41","0.39","2.01","0.1","0.43","0.042","13","3.66","0.0355",1.64,"0.0048","1.43",7.03,"9.31","2.583","10.5","3","0.229","46.5","Storm"
"436","PWR",2007-04-03 20:00:00,"16.69","0.22",98.1,9.54,7.95,165,142.8,13.5,NA,"64",12.2,NA,"14.3",NA,NA,19,"nd","2.14","0.63",15.6,"0.2","0.5","2.49","0.2","0.73","0.056","23.8","3.84","0.0574",3.16,"0.00254","2.6",10.5,"10.5","4.52","9.17","5.02","0.336","35.8","Storm"
